no,city,year,commodity,price
1,Kota Blitar,2024-05-03,kacang_tanah,32000
2,Kabupaten Pamekasan,2024-05-03,kacang_tanah,31000
3,Kabupaten Sampang,2024-05-03,kacang_tanah,30500
4,Kabupaten Tulungagung,2024-05-03,kacang_tanah,30333
5,Kabupaten Blitar,2024-05-03,kacang_tanah,30000
6,Kabupaten Bojonegoro,2024-05-03,kacang_tanah,30000
7,Kabupaten Probolinggo,2024-05-03,kacang_tanah,30000
8,Kabupaten Banyuwangi,2024-05-03,kacang_tanah,29700
9,Kota Batu,2024-05-03,kacang_tanah,29500
10,Kota Surabaya,2024-05-03,kacang_tanah,29166
11,Kabupaten Madiun,2024-05-03,kacang_tanah,29000
12,Kabupaten Magetan,2024-05-03,kacang_tanah,29000
13,Kabupaten Pacitan,2024-05-03,kacang_tanah,29000
14,Kabupaten Trenggalek,2024-05-03,kacang_tanah,29000
15,Kota Probolinggo,2024-05-03,kacang_tanah,29000
16,Kota Malang,2024-05-03,kacang_tanah,28750
17,Kabupaten Ponorogo,2024-05-03,kacang_tanah,28500
18,Kabupaten Jember,2024-05-03,kacang_tanah,28400
19,Kabupaten Lamongan,2024-05-03,kacang_tanah,28250
20,Kota Kediri,2024-05-03,kacang_tanah,28000
21,Kabupaten Nganjuk,2024-05-03,kacang_tanah,28000
22,Kabupaten Sidoarjo,2024-05-03,kacang_tanah,28000
23,Kota Mojokerto,2024-05-03,kacang_tanah,28000
24,Kabupaten Pasuruan,2024-05-03,kacang_tanah,27900
25,Kabupaten Kediri,2024-05-03,kacang_tanah,27666
26,Kabupaten Ngawi,2024-05-03,kacang_tanah,27666
27,Kota Madiun,2024-05-03,kacang_tanah,27666
28,Kabupaten Jombang,2024-05-03,kacang_tanah,27333
29,Kabupaten Lumajang,2024-05-03,kacang_tanah,27333
30,Kabupaten Situbondo,2024-05-03,kacang_tanah,27333
31,Kabupaten Mojokerto,2024-05-03,kacang_tanah,27225
32,Kabupaten Bangkalan,2024-05-03,kacang_tanah,27000
33,Kabupaten Gresik,2024-05-03,kacang_tanah,27000
34,Kabupaten Sumenep,2024-05-03,kacang_tanah,27000
35,Kabupaten Bondowoso,2024-05-03,kacang_tanah,26625
36,Kabupaten Tuban,2024-05-03,kacang_tanah,26333
37,Kota Pasuruan,2024-05-03,kacang_tanah,26300
38,Kabupaten Malang,2024-05-03,kacang_tanah,26200
