no,commodity,date,avg_price
1,kentang,2024-05-01,15701.78947368421
2,kentang,2024-05-02,15737.868421052632
3,kentang,2024-05-03,15697.552631578947
4,kentang,2024-05-04,15749.947368421053
5,kentang,2024-05-05,15750.947368421053
6,kentang,2024-05-06,15602.052631578947
7,kentang,2024-05-07,15668.052631578947
8,kentang,2024-05-08,15597.684210526315
9,kentang,2024-05-09,15585.631578947368
10,kentang,2024-05-10,15581.236842105263
11,kentang,2024-05-11,15529.5
12,kentang,2024-05-12,15488.236842105263
13,kentang,2024-05-13,15650.078947368422
14,kentang,2024-05-14,15600.526315789473
15,kentang,2024-05-15,15695.263157894737
16,kentang,2024-05-16,15663.921052631578
17,kentang,2024-05-17,15644.842105263158
18,kentang,2024-05-18,15580.552631578947
19,kentang,2024-05-19,15603.368421052632
20,kentang,2024-05-20,15631.447368421053
21,kentang,2024-05-21,15657.526315789473
22,kentang,2024-05-22,15627.684210526315
23,kentang,2024-05-23,15647.973684210527
24,kentang,2024-05-24,15690.21052631579
25,kentang,2024-05-25,15745.026315789473
26,kentang,2024-05-26,15764.815789473685
27,kentang,2024-05-27,15997.657894736842
