no,tanggal,hrg
0,2024-06-02,16333.447368421053
1,2024-06-03,15770.447368421053
2,2024-06-04,15630.5
3,2024-06-05,15484.526315789473
4,2024-06-06,15032.947368421053
5,2024-06-07,14634.026315789473
6,2024-06-08,14310.421052631578
7,2024-06-09,14112.631578947368
8,2024-06-10,13111.763157894737
9,2024-06-11,12668.368421052632
10,2024-06-12,12339.21052631579
11,2024-06-13,12072.763157894737
12,2024-06-14,11782.815789473685
13,2024-06-15,11716.052631578947
