no,tanggal,hrg
0,2024-06-02,28331.21052631579
1,2024-06-03,28319.842105263157
2,2024-06-04,28328.605263157893
3,2024-06-05,28308.86842105263
4,2024-06-06,28302.28947368421
5,2024-06-07,28325.07894736842
6,2024-06-08,28333.184210526317
7,2024-06-09,28324.42105263158
8,2024-06-10,28253.105263157893
9,2024-06-11,28261.894736842107
10,2024-06-12,28246.526315789473
11,2024-06-13,28249.605263157893
12,2024-06-14,28256.184210526317
13,2024-06-15,28272.63157894737
