no,tanggal,hrg
0,2024-06-02,10978.973684210527
1,2024-06-03,10985.552631578947
2,2024-06-04,10972.394736842105
3,2024-06-05,10982.263157894737
4,2024-06-06,10982.263157894737
5,2024-06-07,10966.473684210527
6,2024-06-08,10966.473684210527
7,2024-06-09,10966.473684210527
8,2024-06-10,10962.052631578947
9,2024-06-11,10962.052631578947
10,2024-06-12,10967.552631578947
11,2024-06-13,10967.552631578947
12,2024-06-14,10954.394736842105
13,2024-06-15,10954.394736842105
