no,tanggal,hrg
0,2023-01-01,31497.447368421053
1,2023-01-02,31321.57894736842
2,2023-01-03,31469.86842105263
3,2023-01-04,31473.815789473683
4,2023-01-05,31519.78947368421
5,2023-01-06,31768.894736842107
6,2023-01-07,31836.894736842107
7,2023-01-08,31780.315789473683
8,2023-01-09,32185.605263157893
9,2023-01-10,32220.0
10,2023-01-11,32164.342105263157
11,2023-01-12,32258.552631578947
12,2023-01-13,32313.86842105263
13,2023-01-14,32218.71052631579
14,2023-01-15,32216.052631578947
15,2023-01-16,32616.5
16,2023-01-17,32834.71052631579
17,2023-01-18,33214.31578947369
18,2023-01-19,33271.34210526316
19,2023-01-20,33385.39473684211
20,2023-01-21,33611.05263157895
21,2023-01-22,33779.65789473684
22,2023-01-23,34095.02631578947
23,2023-01-24,35124.84210526316
24,2023-01-25,35969.76315789474
25,2023-01-26,36709.42105263158
26,2023-01-27,37133.97368421053
27,2023-01-28,37234.0
28,2023-01-29,37367.78947368421
29,2023-01-30,37748.52631578947
30,2023-01-31,37868.92105263158
31,2023-02-01,38032.5
32,2023-02-02,38520.89473684211
33,2023-02-03,38828.34210526316
34,2023-02-04,39207.78947368421
35,2023-02-05,39427.07894736842
36,2023-02-06,40012.55263157895
37,2023-02-07,39990.65789473684
38,2023-02-08,39817.39473684211
39,2023-02-09,39970.47368421053
40,2023-02-10,39548.07894736842
41,2023-02-11,39437.13157894737
42,2023-02-12,39093.73684210526
43,2023-02-13,37868.92105263158
44,2023-02-14,37375.76315789474
45,2023-02-15,36347.44736842105
46,2023-02-16,35098.94736842105
47,2023-02-17,34634.02631578947
48,2023-02-18,34470.42105263158
49,2023-02-19,34308.18421052631
50,2023-02-20,33701.10526315789
51,2023-02-21,33381.84210526316
52,2023-02-22,32971.73684210526
53,2023-02-23,32492.315789473683
54,2023-02-24,32197.184210526317
55,2023-02-25,31694.552631578947
56,2023-02-26,31625.684210526317
57,2023-02-27,30952.315789473683
58,2023-02-28,30812.394736842107
59,2023-03-01,30954.763157894737
60,2023-03-02,30514.57894736842
61,2023-03-03,30853.763157894737
62,2023-03-04,31118.657894736843
63,2023-03-05,31186.657894736843
64,2023-03-06,32520.684210526317
65,2023-03-07,33229.23684210526
66,2023-03-08,33414.07894736842
67,2023-03-09,33361.26315789474
68,2023-03-10,33575.71052631579
69,2023-03-11,33600.55263157895
70,2023-03-12,33516.97368421053
71,2023-03-13,33277.05263157895
72,2023-03-14,33229.68421052631
73,2023-03-15,32520.947368421053
74,2023-03-16,32470.86842105263
