no,city,year,commodity,price
1,Kota Surabaya,2024-05-25,kedelai_lokal,17500.0
2,Kota Kediri,2024-05-25,kedelai_lokal,16666.0
3,Kabupaten Bojonegoro,2024-05-25,kedelai_lokal,16000.0
4,Kabupaten Pacitan,2024-05-25,kedelai_lokal,16000.0
5,Kabupaten Probolinggo,2024-05-25,kedelai_lokal,16000.0
6,Kota Blitar,2024-05-25,kedelai_lokal,16000.0
7,Kabupaten Kediri,2024-05-25,kedelai_lokal,15500.0
8,Kabupaten Magetan,2024-05-25,kedelai_lokal,15500.0
9,Kabupaten Malang,2024-05-25,kedelai_lokal,15000.0
10,Kabupaten Lumajang,2024-05-25,kedelai_lokal,14500.0
11,Kabupaten Nganjuk,2024-05-25,kedelai_lokal,14433.0
12,Kabupaten Mojokerto,2024-05-25,kedelai_lokal,14162.0
13,Kabupaten Tuban,2024-05-25,kedelai_lokal,14000.0
14,Kota Madiun,2024-05-25,kedelai_lokal,14000.0
15,Kota Mojokerto,2024-05-25,kedelai_lokal,14000.0
16,Kabupaten Ponorogo,2024-05-25,kedelai_lokal,13750.0
17,Kabupaten Madiun,2024-05-25,kedelai_lokal,13500.0
18,Kabupaten Tulungagung,2024-05-25,kedelai_lokal,13250.0
19,Kabupaten Blitar,2024-05-25,kedelai_lokal,13000.0
20,Kabupaten Lamongan,2024-05-25,kedelai_lokal,13000.0
21,Kabupaten Ngawi,2024-05-25,kedelai_lokal,13000.0
22,Kabupaten Pamekasan,2024-05-25,kedelai_lokal,13000.0
23,Kabupaten Pasuruan,2024-05-25,kedelai_lokal,12933.0
24,Kabupaten Jombang,2024-05-25,kedelai_lokal,12833.0
25,Kabupaten Situbondo,2024-05-25,kedelai_lokal,12333.0
26,Kabupaten Trenggalek,2024-05-25,kedelai_lokal,12000.0
27,Kabupaten Gresik,2024-05-25,kedelai_lokal,11500.0
28,Kabupaten Banyuwangi,2024-05-25,kedelai_lokal,11200.0
29,Kota Batu,2024-05-25,kedelai_lokal,11125.0
30,Kota Pasuruan,2024-05-25,kedelai_lokal,10500.0
31,Kota Malang,2024-05-25,kedelai_lokal,
32,Kabupaten Jember,2024-05-25,kedelai_lokal,
33,Kabupaten Bangkalan,2024-05-25,kedelai_lokal,
34,Kabupaten Bondowoso,2024-05-25,kedelai_lokal,
35,Kabupaten Sampang,2024-05-25,kedelai_lokal,
36,Kabupaten Sidoarjo,2024-05-25,kedelai_lokal,
37,Kabupaten Sumenep,2024-05-25,kedelai_lokal,
38,Kota Probolinggo,2024-05-25,kedelai_lokal,
