no,city,year,commodity,price
1,Kota Kediri,2024-01-25,kedelai_lokal,17000.0
2,Kota Blitar,2024-01-25,kedelai_lokal,16000.0
3,Kabupaten Pacitan,2024-01-25,kedelai_lokal,15333.0
4,Kabupaten Magetan,2024-01-25,kedelai_lokal,15300.0
5,Kabupaten Malang,2024-01-25,kedelai_lokal,15200.0
6,Kota Surabaya,2024-01-25,kedelai_lokal,15000.0
7,Kabupaten Kediri,2024-01-25,kedelai_lokal,15000.0
8,Kabupaten Madiun,2024-01-25,kedelai_lokal,15000.0
9,Kabupaten Ngawi,2024-01-25,kedelai_lokal,15000.0
10,Kabupaten Ponorogo,2024-01-25,kedelai_lokal,15000.0
11,Kabupaten Probolinggo,2024-01-25,kedelai_lokal,15000.0
12,Kabupaten Lumajang,2024-01-25,kedelai_lokal,14500.0
13,Kabupaten Mojokerto,2024-01-25,kedelai_lokal,14162.0
14,Kota Madiun,2024-01-25,kedelai_lokal,14000.0
15,Kabupaten Lamongan,2024-01-25,kedelai_lokal,13625.0
16,Kabupaten Bojonegoro,2024-01-25,kedelai_lokal,13500.0
17,Kota Mojokerto,2024-01-25,kedelai_lokal,13500.0
18,Kabupaten Nganjuk,2024-01-25,kedelai_lokal,13333.0
19,Kabupaten Blitar,2024-01-25,kedelai_lokal,13000.0
20,Kabupaten Pamekasan,2024-01-25,kedelai_lokal,12900.0
21,Kabupaten Jombang,2024-01-25,kedelai_lokal,12833.0
22,Kabupaten Pasuruan,2024-01-25,kedelai_lokal,12333.0
23,Kabupaten Banyuwangi,2024-01-25,kedelai_lokal,12200.0
24,Kabupaten Situbondo,2024-01-25,kedelai_lokal,12166.0
25,Kabupaten Trenggalek,2024-01-25,kedelai_lokal,11750.0
26,Kabupaten Gresik,2024-01-25,kedelai_lokal,11500.0
27,Kota Batu,2024-01-25,kedelai_lokal,11500.0
28,Kabupaten Tulungagung,2024-01-25,kedelai_lokal,11400.0
29,Kota Pasuruan,2024-01-25,kedelai_lokal,10500.0
30,Kota Malang,2024-01-25,kedelai_lokal,
31,Kabupaten Jember,2024-01-25,kedelai_lokal,
32,Kabupaten Bangkalan,2024-01-25,kedelai_lokal,
33,Kabupaten Bondowoso,2024-01-25,kedelai_lokal,
34,Kabupaten Sampang,2024-01-25,kedelai_lokal,
35,Kabupaten Sidoarjo,2024-01-25,kedelai_lokal,
36,Kabupaten Sumenep,2024-01-25,kedelai_lokal,
37,Kabupaten Tuban,2024-01-25,kedelai_lokal,
38,Kota Probolinggo,2024-01-25,kedelai_lokal,
