no,city,year,commodity,price
1,Kota Kediri,2024-04-29,kedelai_lokal,16666.0
2,Kabupaten Bojonegoro,2024-04-29,kedelai_lokal,16500.0
3,Kabupaten Pacitan,2024-04-29,kedelai_lokal,16000.0
4,Kabupaten Probolinggo,2024-04-29,kedelai_lokal,16000.0
5,Kota Blitar,2024-04-29,kedelai_lokal,16000.0
6,Kabupaten Magetan,2024-04-29,kedelai_lokal,15833.0
7,Kota Surabaya,2024-04-29,kedelai_lokal,15000.0
8,Kabupaten Kediri,2024-04-29,kedelai_lokal,15000.0
9,Kabupaten Malang,2024-04-29,kedelai_lokal,15000.0
10,Kabupaten Lumajang,2024-04-29,kedelai_lokal,14500.0
11,Kabupaten Mojokerto,2024-04-29,kedelai_lokal,14162.0
12,Kota Madiun,2024-04-29,kedelai_lokal,14000.0
13,Kota Mojokerto,2024-04-29,kedelai_lokal,14000.0
14,Kabupaten Ponorogo,2024-04-29,kedelai_lokal,13750.0
15,Kabupaten Madiun,2024-04-29,kedelai_lokal,13500.0
16,Kabupaten Pamekasan,2024-04-29,kedelai_lokal,13500.0
17,Kabupaten Tulungagung,2024-04-29,kedelai_lokal,13250.0
18,Kabupaten Blitar,2024-04-29,kedelai_lokal,13000.0
19,Kabupaten Nganjuk,2024-04-29,kedelai_lokal,13000.0
20,Kabupaten Ngawi,2024-04-29,kedelai_lokal,13000.0
21,Kabupaten Tuban,2024-04-29,kedelai_lokal,13000.0
22,Kabupaten Jombang,2024-04-29,kedelai_lokal,12833.0
23,Kabupaten Lamongan,2024-04-29,kedelai_lokal,12750.0
24,Kabupaten Pasuruan,2024-04-29,kedelai_lokal,12533.0
25,Kabupaten Situbondo,2024-04-29,kedelai_lokal,12333.0
26,Kabupaten Trenggalek,2024-04-29,kedelai_lokal,12000.0
27,Kabupaten Banyuwangi,2024-04-29,kedelai_lokal,11600.0
28,Kabupaten Gresik,2024-04-29,kedelai_lokal,11500.0
29,Kota Batu,2024-04-29,kedelai_lokal,11375.0
30,Kota Pasuruan,2024-04-29,kedelai_lokal,10500.0
31,Kota Malang,2024-04-29,kedelai_lokal,
32,Kabupaten Jember,2024-04-29,kedelai_lokal,
33,Kabupaten Bangkalan,2024-04-29,kedelai_lokal,
34,Kabupaten Bondowoso,2024-04-29,kedelai_lokal,
35,Kabupaten Sampang,2024-04-29,kedelai_lokal,
36,Kabupaten Sidoarjo,2024-04-29,kedelai_lokal,
37,Kabupaten Sumenep,2024-04-29,kedelai_lokal,
38,Kota Probolinggo,2024-04-29,kedelai_lokal,
