no,tanggal,hrg
0,2023-01-01,14395.21052631579
1,2023-01-02,14352.421052631578
2,2023-01-03,14356.368421052632
3,2023-01-04,14439.684210526315
4,2023-01-05,14464.894736842105
5,2023-01-06,14510.026315789473
6,2023-01-07,14547.578947368422
7,2023-01-08,14598.0
8,2023-01-09,14753.763157894737
9,2023-01-10,14813.631578947368
10,2023-01-11,14914.473684210527
11,2023-01-12,15031.342105263158
12,2023-01-13,15107.236842105263
13,2023-01-14,15058.605263157895
14,2023-01-15,15091.5
15,2023-01-16,15191.5
16,2023-01-17,15221.315789473685
17,2023-01-18,15219.342105263158
18,2023-01-19,15248.5
19,2023-01-20,15197.184210526315
20,2023-01-21,15218.236842105263
21,2023-01-22,15187.552631578947
22,2023-01-23,15202.473684210527
23,2023-01-24,15131.421052631578
24,2023-01-25,15166.263157894737
25,2023-01-26,15198.078947368422
26,2023-01-27,15118.263157894737
27,2023-01-28,15141.263157894737
28,2023-01-29,15134.684210526315
29,2023-01-30,15122.631578947368
30,2023-01-31,15114.973684210527
31,2023-02-01,15102.921052631578
32,2023-02-02,15170.894736842105
33,2023-02-03,15173.078947368422
34,2023-02-04,15209.578947368422
35,2023-02-05,15222.21052631579
36,2023-02-06,15145.21052631579
37,2023-02-07,15196.947368421053
38,2023-02-08,15222.394736842105
39,2023-02-09,15215.605263157895
40,2023-02-10,15189.5
41,2023-02-11,15203.526315789473
42,2023-02-12,15113.842105263158
43,2023-02-13,15187.342105263158
44,2023-02-14,15195.0
45,2023-02-15,15067.131578947368
46,2023-02-16,15078.763157894737
47,2023-02-17,15065.605263157895
48,2023-02-18,15097.815789473685
49,2023-02-19,15071.5
50,2023-02-20,15015.157894736842
51,2023-02-21,14922.394736842105
52,2023-02-22,14907.026315789473
53,2023-02-23,14957.5
54,2023-02-24,14933.394736842105
55,2023-02-25,14972.842105263158
56,2023-02-26,14915.815789473685
57,2023-02-27,14909.236842105263
58,2023-02-28,14936.631578947368
59,2023-03-01,14954.184210526315
60,2023-03-02,14955.28947368421
61,2023-03-03,14953.078947368422
62,2023-03-04,14937.71052631579
63,2023-03-05,14949.763157894737
64,2023-03-06,14931.342105263158
65,2023-03-07,14910.5
66,2023-03-08,14848.026315789473
67,2023-03-09,14876.131578947368
68,2023-03-10,14915.605263157895
69,2023-03-11,14908.368421052632
70,2023-03-12,14870.026315789473
71,2023-03-13,14946.763157894737
72,2023-03-14,14935.815789473685
73,2023-03-15,14868.894736842105
74,2023-03-16,14868.894736842105
75,2023-03-17,14867.815789473685
76,2023-03-18,14832.947368421053
77,2023-03-19,14854.0
78,2023-03-20,14898.526315789473
79,2023-03-21,14936.921052631578
80,2023-03-22,14942.184210526315
81,2023-03-23,14948.763157894737
82,2023-03-24,14966.21052631579
83,2023-03-25,14954.447368421053
84,2023-03-26,14931.421052631578
85,2023-03-27,14878.78947368421
86,2023-03-28,14892.157894736842
87,2023-03-29,14863.868421052632
88,2023-03-30,14811.71052631579
89,2023-03-31,14835.842105263158
90,2023-04-01,14815.894736842105
91,2023-04-02,14845.5
92,2023-04-03,14705.157894736842
93,2023-04-04,14624.447368421053
94,2023-04-05,14697.447368421053
95,2023-04-06,14704.21052631579
96,2023-04-07,14685.342105263158
97,2023-04-08,14682.052631578947
98,2023-04-09,14713.421052631578
99,2023-04-10,14745.447368421053
100,2023-04-11,14727.236842105263
101,2023-04-12,14754.236842105263
102,2023-04-13,14741.105263157895
103,2023-04-14,14801.342105263158
104,2023-04-15,14798.973684210527
105,2023-04-16,14797.868421052632
106,2023-04-17,14762.815789473685
107,2023-04-18,14730.315789473685
108,2023-04-19,14743.473684210527
109,2023-04-20,14724.684210526315
110,2023-04-21,14823.263157894737
111,2023-04-22,14843.0
112,2023-04-23,14843.0
113,2023-04-24,14849.578947368422
114,2023-04-25,14865.368421052632
115,2023-04-26,14844.78947368421
116,2023-04-27,14868.894736842105
117,2023-04-28,14826.131578947368
118,2023-04-29,14772.421052631578
119,2023-04-30,14758.184210526315
120,2023-05-01,14690.421052631578
121,2023-05-02,14684.5
122,2023-05-03,14654.0
123,2023-05-04,14680.105263157895
124,2023-05-05,14676.78947368421
125,2023-05-06,14666.947368421053
126,2023-05-07,14663.657894736842
127,2023-05-08,14613.21052631579
128,2023-05-09,14554.868421052632
129,2023-05-10,14519.131578947368
130,2023-05-11,14535.394736842105
131,2023-05-12,14540.21052631579
132,2023-05-13,14579.236842105263
133,2023-05-14,14572.868421052632
134,2023-05-15,14602.026315789473
135,2023-05-16,14662.131578947368
136,2023-05-17,14627.026315789473
137,2023-05-18,14606.394736842105
138,2023-05-19,14643.894736842105
139,2023-05-20,14599.184210526315
140,2023-05-21,14618.921052631578
141,2023-05-22,14620.0
142,2023-05-23,14630.763157894737
143,2023-05-24,14596.105263157895
144,2023-05-25,14561.052631578947
145,2023-05-26,14561.736842105263
146,2023-05-27,14539.763157894737
147,2023-05-28,14509.078947368422
148,2023-05-29,14523.736842105263
149,2023-05-30,14493.684210526315
150,2023-05-31,14495.657894736842
151,2023-06-01,14493.5
152,2023-06-02,14487.578947368422
153,2023-06-03,14459.526315789473
154,2023-06-04,14459.947368421053
155,2023-06-05,14412.131578947368
156,2023-06-06,14385.131578947368
157,2023-06-07,14388.0
158,2023-06-08,14374.842105263158
159,2023-06-09,14384.921052631578
160,2023-06-10,14348.947368421053
161,2023-06-11,14368.684210526315
162,2023-06-12,14401.605263157895
163,2023-06-13,14424.421052631578
164,2023-06-14,14417.868421052632
165,2023-06-15,14426.605263157895
166,2023-06-16,14405.78947368421
167,2023-06-17,14409.078947368422
168,2023-06-18,14422.21052631579
169,2023-06-19,14401.157894736842
170,2023-06-20,14377.473684210527
171,2023-06-21,14321.763157894737
172,2023-06-22,14314.078947368422
173,2023-06-23,14328.315789473685
174,2023-06-24,14349.157894736842
175,2023-06-25,14373.28947368421
176,2023-06-26,14443.0
177,2023-06-27,14535.342105263158
178,2023-06-28,14546.973684210527
179,2023-06-29,14533.815789473685
180,2023-06-30,14528.157894736842
181,2023-07-01,14519.131578947368
182,2023-07-02,14483.394736842105
183,2023-07-03,14605.526315789473
184,2023-07-04,14657.947368421053
185,2023-07-05,14630.105263157895
186,2023-07-06,14590.605263157895
187,2023-07-07,14705.5
188,2023-07-08,14779.184210526315
189,2023-07-09,14823.947368421053
190,2023-07-10,14995.631578947368
191,2023-07-11,15035.131578947368
192,2023-07-12,15086.868421052632
193,2023-07-13,15205.28947368421
194,2023-07-14,15275.236842105263
195,2023-07-15,15354.157894736842
196,2023-07-16,15380.473684210527
197,2023-07-17,15463.552631578947
198,2023-07-18,15483.763157894737
199,2023-07-19,15500.657894736842
200,2023-07-20,15545.842105263158
201,2023-07-21,15565.578947368422
202,2023-07-22,15561.657894736842
203,2023-07-23,15605.526315789473
204,2023-07-24,15604.684210526315
205,2023-07-25,15583.868421052632
206,2023-07-26,15515.868421052632
207,2023-07-27,15537.78947368421
208,2023-07-28,15523.184210526315
209,2023-07-29,15478.763157894737
210,2023-07-30,15476.578947368422
211,2023-07-31,15431.394736842105
212,2023-08-01,15410.315789473685
213,2023-08-02,15389.28947368421
214,2023-08-03,15296.973684210527
215,2023-08-04,15301.315789473685
216,2023-08-05,15306.78947368421
217,2023-08-06,15300.21052631579
218,2023-08-07,15459.21052631579
219,2023-08-08,15414.473684210527
220,2023-08-09,15466.921052631578
221,2023-08-10,15497.21052631579
222,2023-08-11,15553.78947368421
223,2023-08-12,15606.184210526315
224,2023-08-13,15639.078947368422
225,2023-08-14,15898.526315789473
226,2023-08-15,16044.342105263158
227,2023-08-16,16140.631578947368
228,2023-08-17,16220.0
229,2023-08-18,16360.315789473685
230,2023-08-19,16348.263157894737
231,2023-08-20,16398.263157894737
232,2023-08-21,16472.605263157893
233,2023-08-22,16543.657894736843
234,2023-08-23,16527.86842105263
235,2023-08-24,16578.763157894737
236,2023-08-25,16631.473684210527
237,2023-08-26,16630.815789473683
238,2023-08-27,16650.71052631579
239,2023-08-28,16700.13157894737
240,2023-08-29,16711.052631578947
241,2023-08-30,16759.07894736842
242,2023-08-31,16727.315789473683
243,2023-09-01,16668.315789473683
244,2023-09-02,16716.78947368421
245,2023-09-03,16728.86842105263
246,2023-09-04,16682.78947368421
247,2023-09-05,16704.684210526317
248,2023-09-06,16729.684210526317
249,2023-09-07,16742.605263157893
250,2023-09-08,16737.973684210527
251,2023-09-09,16712.315789473683
252,2023-09-10,16649.842105263157
253,2023-09-11,16584.657894736843
254,2023-09-12,16544.526315789473
255,2023-09-13,16603.315789473683
256,2023-09-14,16590.815789473683
257,2023-09-15,16618.236842105263
258,2023-09-16,16681.63157894737
259,2023-09-17,16700.473684210527
260,2023-09-18,16770.473684210527
261,2023-09-19,16758.0
262,2023-09-20,16742.684210526317
263,2023-09-21,16743.763157894737
264,2023-09-22,16680.78947368421
265,2023-09-23,16670.92105263158
266,2023-09-24,16699.42105263158
267,2023-09-25,16613.86842105263
268,2023-09-26,16652.263157894737
269,2023-09-27,16664.973684210527
270,2023-09-28,16663.026315789473
271,2023-09-29,16614.157894736843
272,2023-09-30,16584.21052631579
273,2023-10-01,16582.0
274,2023-10-02,16546.447368421053
275,2023-10-03,16455.0
276,2023-10-04,16459.5
277,2023-10-05,16396.78947368421
278,2023-10-06,16340.447368421053
279,2023-10-07,16320.763157894737
280,2023-10-08,16317.842105263158
281,2023-10-09,16365.657894736842
282,2023-10-10,16339.78947368421
283,2023-10-11,16314.421052631578
284,2023-10-12,16253.184210526315
285,2023-10-13,16232.684210526315
286,2023-10-14,16235.552631578947
287,2023-10-15,16218.21052631579
288,2023-10-16,16079.842105263158
289,2023-10-17,15978.947368421053
290,2023-10-18,15947.131578947368
291,2023-10-19,15972.157894736842
292,2023-10-20,15898.5
293,2023-10-21,15910.578947368422
294,2023-10-22,15879.421052631578
295,2023-10-23,15753.342105263158
296,2023-10-24,15782.526315789473
297,2023-10-25,15732.078947368422
298,2023-10-26,15712.552631578947
299,2023-10-27,15666.921052631578
300,2023-10-28,15581.394736842105
301,2023-10-29,15574.815789473685
