no,commodity,date,avg_price
1,cabe_rawit_merah,2024-04-01,28596.973684210527
2,cabe_rawit_merah,2024-04-02,29553.78947368421
3,cabe_rawit_merah,2024-04-03,29544.63157894737
4,cabe_rawit_merah,2024-04-04,28608.86842105263
5,cabe_rawit_merah,2024-04-05,28597.026315789473
6,cabe_rawit_merah,2024-04-06,29409.105263157893
7,cabe_rawit_merah,2024-04-07,30976.236842105263
8,cabe_rawit_merah,2024-04-08,32081.184210526317
9,cabe_rawit_merah,2024-04-09,31818.473684210527
10,cabe_rawit_merah,2024-04-10,31864.526315789473
11,cabe_rawit_merah,2024-04-11,32002.21052631579
12,cabe_rawit_merah,2024-04-12,32963.60526315789
13,cabe_rawit_merah,2024-04-13,32909.23684210526
14,cabe_rawit_merah,2024-04-14,31582.105263157893
15,cabe_rawit_merah,2024-04-15,30337.78947368421
16,cabe_rawit_merah,2024-04-16,27616.92105263158
17,cabe_rawit_merah,2024-04-17,27064.763157894737
18,cabe_rawit_merah,2024-04-18,26477.894736842107
19,cabe_rawit_merah,2024-04-19,27158.157894736843
20,cabe_rawit_merah,2024-04-20,27729.184210526317
21,cabe_rawit_merah,2024-04-21,27786.21052631579
22,cabe_rawit_merah,2024-04-22,30118.236842105263
23,cabe_rawit_merah,2024-04-23,30313.894736842107
24,cabe_rawit_merah,2024-04-24,30241.736842105263
25,cabe_rawit_merah,2024-04-25,30313.92105263158
26,cabe_rawit_merah,2024-04-26,30758.657894736843
27,cabe_rawit_merah,2024-04-27,30418.315789473683
28,cabe_rawit_merah,2024-04-28,30287.63157894737
29,cabe_rawit_merah,2024-04-29,27871.973684210527
30,cabe_rawit_merah,2024-04-30,27278.973684210527
