no,city,year,commodity,price
1,Kabupaten Pamekasan,2024-04-29,kol,12000
2,Kabupaten Ponorogo,2024-04-29,kol,10500
3,Kabupaten Sampang,2024-04-29,kol,10500
4,Kabupaten Pacitan,2024-04-29,kol,10333
5,Kabupaten Tulungagung,2024-04-29,kol,10333
6,Kota Kediri,2024-04-29,kol,10000
7,Kabupaten Gresik,2024-04-29,kol,10000
8,Kabupaten Nganjuk,2024-04-29,kol,10000
9,Kabupaten Ngawi,2024-04-29,kol,10000
10,Kabupaten Sidoarjo,2024-04-29,kol,10000
11,Kabupaten Trenggalek,2024-04-29,kol,10000
12,Kota Blitar,2024-04-29,kol,10000
13,Kabupaten Magetan,2024-04-29,kol,9666
14,Kota Batu,2024-04-29,kol,9625
15,Kabupaten Jombang,2024-04-29,kol,9333
16,Kabupaten Pasuruan,2024-04-29,kol,9066
17,Kota Surabaya,2024-04-29,kol,9000
18,Kabupaten Bojonegoro,2024-04-29,kol,9000
19,Kabupaten Kediri,2024-04-29,kol,9000
20,Kabupaten Sumenep,2024-04-29,kol,9000
21,Kota Mojokerto,2024-04-29,kol,9000
22,Kota Pasuruan,2024-04-29,kol,8900
23,Kota Malang,2024-04-29,kol,8833
24,Kabupaten Mojokerto,2024-04-29,kol,8500
25,Kabupaten Lamongan,2024-04-29,kol,8250
26,Kabupaten Madiun,2024-04-29,kol,8250
27,Kabupaten Blitar,2024-04-29,kol,8000
28,Kota Madiun,2024-04-29,kol,8000
29,Kabupaten Malang,2024-04-29,kol,7700
30,Kabupaten Lumajang,2024-04-29,kol,7666
31,Kabupaten Tuban,2024-04-29,kol,7666
32,Kabupaten Banyuwangi,2024-04-29,kol,7600
33,Kabupaten Situbondo,2024-04-29,kol,7000
34,Kota Probolinggo,2024-04-29,kol,6666
35,Kabupaten Jember,2024-04-29,kol,6600
36,Kabupaten Probolinggo,2024-04-29,kol,6333
37,Kabupaten Bangkalan,2024-04-29,kol,6000
38,Kabupaten Bondowoso,2024-04-29,kol,5000
