no,city,year,commodity,price
1,Kabupaten Pamekasan,2024-02-15,kol,10500
2,Kabupaten Madiun,2024-02-15,kol,9500
3,Kabupaten Sampang,2024-02-15,kol,8500
4,Kota Batu,2024-02-15,kol,8375
5,Kota Surabaya,2024-02-15,kol,8333
6,Kabupaten Lumajang,2024-02-15,kol,8333
7,Kabupaten Bojonegoro,2024-02-15,kol,8000
8,Kabupaten Lamongan,2024-02-15,kol,8000
9,Kabupaten Ponorogo,2024-02-15,kol,8000
10,Kota Malang,2024-02-15,kol,7666
11,Kota Kediri,2024-02-15,kol,7666
12,Kabupaten Gresik,2024-02-15,kol,7666
13,Kabupaten Probolinggo,2024-02-15,kol,7666
14,Kabupaten Sidoarjo,2024-02-15,kol,7500
15,Kabupaten Pacitan,2024-02-15,kol,7333
16,Kabupaten Banyuwangi,2024-02-15,kol,7200
17,Kabupaten Jombang,2024-02-15,kol,7000
18,Kabupaten Ngawi,2024-02-15,kol,7000
19,Kabupaten Sumenep,2024-02-15,kol,7000
20,Kota Mojokerto,2024-02-15,kol,7000
21,Kabupaten Situbondo,2024-02-15,kol,6833
22,Kabupaten Tuban,2024-02-15,kol,6833
23,Kota Madiun,2024-02-15,kol,6833
24,Kabupaten Kediri,2024-02-15,kol,6666
25,Kabupaten Tulungagung,2024-02-15,kol,6666
26,Kabupaten Blitar,2024-02-15,kol,6500
27,Kabupaten Trenggalek,2024-02-15,kol,6500
28,Kota Blitar,2024-02-15,kol,6500
29,Kabupaten Pasuruan,2024-02-15,kol,6166
30,Kabupaten Mojokerto,2024-02-15,kol,6075
31,Kabupaten Bangkalan,2024-02-15,kol,6000
32,Kota Probolinggo,2024-02-15,kol,6000
33,Kabupaten Magetan,2024-02-15,kol,5833
34,Kabupaten Jember,2024-02-15,kol,5800
35,Kabupaten Nganjuk,2024-02-15,kol,5666
36,Kota Pasuruan,2024-02-15,kol,5450
37,Kabupaten Bondowoso,2024-02-15,kol,5250
38,Kabupaten Malang,2024-02-15,kol,5200
