no,city,year,commodity,price
1,Kabupaten Pamekasan,2024-01-01,kol,12000
2,Kabupaten Gresik,2024-01-01,kol,11333
3,Kabupaten Ngawi,2024-01-01,kol,11333
4,Kota Kediri,2024-01-01,kol,10666
5,Kabupaten Kediri,2024-01-01,kol,10666
6,Kabupaten Madiun,2024-01-01,kol,10500
7,Kabupaten Sampang,2024-01-01,kol,10500
8,Kabupaten Pasuruan,2024-01-01,kol,10233
9,Kabupaten Bojonegoro,2024-01-01,kol,10000
10,Kabupaten Nganjuk,2024-01-01,kol,10000
11,Kota Madiun,2024-01-01,kol,9666
12,Kota Mojokerto,2024-01-01,kol,9500
13,Kota Pasuruan,2024-01-01,kol,9400
14,Kota Probolinggo,2024-01-01,kol,9333
15,Kota Batu,2024-01-01,kol,9250
16,Kabupaten Jember,2024-01-01,kol,9200
17,Kota Surabaya,2024-01-01,kol,9166
18,Kabupaten Magetan,2024-01-01,kol,9166
19,Kabupaten Lumajang,2024-01-01,kol,9000
20,Kabupaten Pacitan,2024-01-01,kol,9000
21,Kabupaten Sidoarjo,2024-01-01,kol,9000
22,Kabupaten Trenggalek,2024-01-01,kol,9000
23,Kota Blitar,2024-01-01,kol,9000
24,Kabupaten Malang,2024-01-01,kol,8600
25,Kabupaten Blitar,2024-01-01,kol,8500
26,Kabupaten Lamongan,2024-01-01,kol,8500
27,Kabupaten Ponorogo,2024-01-01,kol,8500
28,Kota Malang,2024-01-01,kol,8333
29,Kabupaten Jombang,2024-01-01,kol,8333
30,Kabupaten Mojokerto,2024-01-01,kol,8250
31,Kabupaten Bangkalan,2024-01-01,kol,8000
32,Kabupaten Tulungagung,2024-01-01,kol,8000
33,Kabupaten Banyuwangi,2024-01-01,kol,7800
34,Kabupaten Bondowoso,2024-01-01,kol,7500
35,Kabupaten Tuban,2024-01-01,kol,7500
36,Kabupaten Probolinggo,2024-01-01,kol,7333
37,Kabupaten Situbondo,2024-01-01,kol,7333
38,Kabupaten Sumenep,2024-01-01,kol,6000
