no,city,year,commodity,price
1,Kabupaten Sampang,2024-04-08,kol,13000
2,Kabupaten Magetan,2024-04-08,kol,10833
3,Kabupaten Pamekasan,2024-04-08,kol,10000
4,Kota Blitar,2024-04-08,kol,10000
5,Kota Kediri,2024-04-08,kol,9666
6,Kabupaten Pacitan,2024-04-08,kol,9333
7,Kota Batu,2024-04-08,kol,9125
8,Kabupaten Sumenep,2024-04-08,kol,9000
9,Kabupaten Tulungagung,2024-04-08,kol,9000
10,Kabupaten Gresik,2024-04-08,kol,8666
11,Kabupaten Ngawi,2024-04-08,kol,8666
12,Kabupaten Ponorogo,2024-04-08,kol,8500
13,Kota Surabaya,2024-04-08,kol,8333
14,Kabupaten Madiun,2024-04-08,kol,8250
15,Kabupaten Pasuruan,2024-04-08,kol,8066
16,Kabupaten Bojonegoro,2024-04-08,kol,8000
17,Kabupaten Jombang,2024-04-08,kol,8000
18,Kabupaten Nganjuk,2024-04-08,kol,8000
19,Kota Madiun,2024-04-08,kol,8000
20,Kota Mojokerto,2024-04-08,kol,8000
21,Kota Malang,2024-04-08,kol,7666
22,Kabupaten Lumajang,2024-04-08,kol,7666
23,Kabupaten Blitar,2024-04-08,kol,7500
24,Kabupaten Trenggalek,2024-04-08,kol,7500
25,Kabupaten Lamongan,2024-04-08,kol,7375
26,Kabupaten Mojokerto,2024-04-08,kol,7375
27,Kabupaten Kediri,2024-04-08,kol,7333
28,Kabupaten Banyuwangi,2024-04-08,kol,7100
29,Kabupaten Sidoarjo,2024-04-08,kol,7000
30,Kabupaten Tuban,2024-04-08,kol,7000
31,Kabupaten Situbondo,2024-04-08,kol,6666
32,Kabupaten Probolinggo,2024-04-08,kol,6333
33,Kabupaten Malang,2024-04-08,kol,6200
34,Kabupaten Jember,2024-04-08,kol,6000
35,Kabupaten Bangkalan,2024-04-08,kol,6000
36,Kota Probolinggo,2024-04-08,kol,6000
37,Kota Pasuruan,2024-04-08,kol,5950
38,Kabupaten Bondowoso,2024-04-08,kol,5250
