no,city,year,commodity,price
1,Kabupaten Pamekasan,2024-02-12,kol,10000.0
2,Kota Surabaya,2024-02-12,kol,8500.0
3,Kabupaten Sampang,2024-02-12,kol,8500.0
4,Kota Batu,2024-02-12,kol,8375.0
5,Kabupaten Bojonegoro,2024-02-12,kol,8000.0
6,Kabupaten Lumajang,2024-02-12,kol,8000.0
7,Kabupaten Ponorogo,2024-02-12,kol,8000.0
8,Kabupaten Probolinggo,2024-02-12,kol,8000.0
9,Kota Malang,2024-02-12,kol,7666.0
10,Kabupaten Gresik,2024-02-12,kol,7666.0
11,Kabupaten Lamongan,2024-02-12,kol,7500.0
12,Kabupaten Sidoarjo,2024-02-12,kol,7500.0
13,Kabupaten Pacitan,2024-02-12,kol,7333.0
14,Kabupaten Banyuwangi,2024-02-12,kol,7200.0
15,Kota Kediri,2024-02-12,kol,7000.0
16,Kabupaten Jombang,2024-02-12,kol,7000.0
17,Kabupaten Sumenep,2024-02-12,kol,7000.0
18,Kabupaten Trenggalek,2024-02-12,kol,7000.0
19,Kota Mojokerto,2024-02-12,kol,7000.0
20,Kabupaten Situbondo,2024-02-12,kol,6833.0
21,Kabupaten Tuban,2024-02-12,kol,6833.0
22,Kota Madiun,2024-02-12,kol,6833.0
23,Kabupaten Kediri,2024-02-12,kol,6666.0
24,Kabupaten Ngawi,2024-02-12,kol,6666.0
25,Kota Blitar,2024-02-12,kol,6500.0
26,Kabupaten Tulungagung,2024-02-12,kol,6333.0
27,Kabupaten Mojokerto,2024-02-12,kol,6075.0
28,Kabupaten Jember,2024-02-12,kol,6000.0
29,Kabupaten Bangkalan,2024-02-12,kol,6000.0
30,Kabupaten Blitar,2024-02-12,kol,6000.0
31,Kabupaten Magetan,2024-02-12,kol,5833.0
32,Kabupaten Pasuruan,2024-02-12,kol,5833.0
33,Kabupaten Nganjuk,2024-02-12,kol,5666.0
34,Kota Pasuruan,2024-02-12,kol,5450.0
35,Kota Probolinggo,2024-02-12,kol,5333.0
36,Kabupaten Bondowoso,2024-02-12,kol,5250.0
37,Kabupaten Malang,2024-02-12,kol,5200.0
38,Kabupaten Madiun,2024-02-12,kol,
