no,city,year,commodity,price
1,Kabupaten Sampang,2024-04-11,kol,13000
2,Kota Blitar,2024-04-11,kol,11000
3,Kabupaten Magetan,2024-04-11,kol,10833
4,Kota Kediri,2024-04-11,kol,10333
5,Kabupaten Pamekasan,2024-04-11,kol,10000
6,Kabupaten Tulungagung,2024-04-11,kol,9666
7,Kabupaten Pacitan,2024-04-11,kol,9333
8,Kota Batu,2024-04-11,kol,9125
9,Kabupaten Ngawi,2024-04-11,kol,9000
10,Kabupaten Sumenep,2024-04-11,kol,9000
11,Kabupaten Gresik,2024-04-11,kol,8666
12,Kabupaten Ponorogo,2024-04-11,kol,8500
13,Kota Surabaya,2024-04-11,kol,8333
14,Kabupaten Kediri,2024-04-11,kol,8333
15,Kabupaten Madiun,2024-04-11,kol,8250
16,Kabupaten Pasuruan,2024-04-11,kol,8233
17,Kabupaten Bojonegoro,2024-04-11,kol,8000
18,Kabupaten Jombang,2024-04-11,kol,8000
19,Kabupaten Lumajang,2024-04-11,kol,8000
20,Kabupaten Nganjuk,2024-04-11,kol,8000
21,Kota Madiun,2024-04-11,kol,8000
22,Kota Mojokerto,2024-04-11,kol,8000
23,Kota Malang,2024-04-11,kol,7666
24,Kabupaten Situbondo,2024-04-11,kol,7666
25,Kabupaten Blitar,2024-04-11,kol,7500
26,Kabupaten Trenggalek,2024-04-11,kol,7500
27,Kabupaten Banyuwangi,2024-04-11,kol,7400
28,Kabupaten Lamongan,2024-04-11,kol,7375
29,Kabupaten Mojokerto,2024-04-11,kol,7375
30,Kabupaten Jember,2024-04-11,kol,7001
31,Kabupaten Sidoarjo,2024-04-11,kol,7000
32,Kabupaten Tuban,2024-04-11,kol,7000
33,Kabupaten Probolinggo,2024-04-11,kol,6333
34,Kota Probolinggo,2024-04-11,kol,6333
35,Kabupaten Malang,2024-04-11,kol,6200
36,Kabupaten Bangkalan,2024-04-11,kol,6000
37,Kota Pasuruan,2024-04-11,kol,5950
38,Kabupaten Bondowoso,2024-04-11,kol,5250
