no,city,year,commodity,price
1,Kabupaten Pamekasan,2024-01-14,kol,12000
2,Kabupaten Sampang,2024-01-14,kol,11500
3,Kabupaten Gresik,2024-01-14,kol,10333
4,Kabupaten Bangkalan,2024-01-14,kol,10000
5,Kabupaten Bojonegoro,2024-01-14,kol,10000
6,Kota Kediri,2024-01-14,kol,9333
7,Kabupaten Lamongan,2024-01-14,kol,9125
8,Kabupaten Blitar,2024-01-14,kol,9000
9,Kabupaten Jombang,2024-01-14,kol,9000
10,Kabupaten Kediri,2024-01-14,kol,9000
11,Kabupaten Pacitan,2024-01-14,kol,9000
12,Kabupaten Sumenep,2024-01-14,kol,9000
13,Kota Madiun,2024-01-14,kol,9000
14,Kota Mojokerto,2024-01-14,kol,9000
15,Kabupaten Mojokerto,2024-01-14,kol,8975
16,Kota Malang,2024-01-14,kol,8833
17,Kota Batu,2024-01-14,kol,8750
18,Kabupaten Lumajang,2024-01-14,kol,8666
19,Kota Probolinggo,2024-01-14,kol,8666
20,Kota Pasuruan,2024-01-14,kol,8650
21,Kota Surabaya,2024-01-14,kol,8500
22,Kabupaten Madiun,2024-01-14,kol,8500
23,Kabupaten Ponorogo,2024-01-14,kol,8500
24,Kabupaten Sidoarjo,2024-01-14,kol,8500
25,Kabupaten Trenggalek,2024-01-14,kol,8500
26,Kota Blitar,2024-01-14,kol,8500
27,Kabupaten Tulungagung,2024-01-14,kol,8333
28,Kabupaten Ngawi,2024-01-14,kol,8000
29,Kabupaten Probolinggo,2024-01-14,kol,8000
30,Kabupaten Jember,2024-01-14,kol,7800
31,Kabupaten Bondowoso,2024-01-14,kol,7750
32,Kabupaten Tuban,2024-01-14,kol,7500
33,Kabupaten Banyuwangi,2024-01-14,kol,7400
34,Kabupaten Malang,2024-01-14,kol,7400
35,Kabupaten Magetan,2024-01-14,kol,7333
36,Kabupaten Nganjuk,2024-01-14,kol,7333
37,Kabupaten Pasuruan,2024-01-14,kol,7000
38,Kabupaten Situbondo,2024-01-14,kol,7000
