no,commodity,date,avg_price
1,kacang_tanah,2024-04-01,28489.57894736842
2,kacang_tanah,2024-04-02,28544.394736842107
3,kacang_tanah,2024-04-03,28495.28947368421
4,kacang_tanah,2024-04-04,28494.63157894737
5,kacang_tanah,2024-04-05,28514.605263157893
6,kacang_tanah,2024-04-06,28516.894736842107
7,kacang_tanah,2024-04-07,28520.184210526317
8,kacang_tanah,2024-04-08,28548.684210526317
9,kacang_tanah,2024-04-09,28594.526315789473
10,kacang_tanah,2024-04-10,28576.973684210527
11,kacang_tanah,2024-04-11,28570.815789473683
12,kacang_tanah,2024-04-12,28598.447368421053
13,kacang_tanah,2024-04-13,28576.526315789473
14,kacang_tanah,2024-04-14,28578.184210526317
15,kacang_tanah,2024-04-15,28556.263157894737
16,kacang_tanah,2024-04-16,28501.236842105263
17,kacang_tanah,2024-04-17,28501.21052631579
18,kacang_tanah,2024-04-18,28513.28947368421
19,kacang_tanah,2024-04-19,28425.526315789473
20,kacang_tanah,2024-04-20,28445.263157894737
21,kacang_tanah,2024-04-21,28435.394736842107
22,kacang_tanah,2024-04-22,28443.07894736842
23,kacang_tanah,2024-04-23,28432.526315789473
24,kacang_tanah,2024-04-24,28448.552631578947
25,kacang_tanah,2024-04-25,28435.184210526317
26,kacang_tanah,2024-04-26,28435.184210526317
27,kacang_tanah,2024-04-27,28458.21052631579
28,kacang_tanah,2024-04-28,28453.236842105263
29,kacang_tanah,2024-04-29,28434.5
30,kacang_tanah,2024-04-30,28499.21052631579
