no,city,year,commodity,price
1,Kabupaten Tuban,2024-04-16,kentang,19333
2,Kota Batu,2024-04-16,kentang,18500
3,Kabupaten Lamongan,2024-04-16,kentang,18250
4,Kabupaten Pamekasan,2024-04-16,kentang,18000
5,Kota Surabaya,2024-04-16,kentang,17500
6,Kabupaten Sampang,2024-04-16,kentang,17500
7,Kabupaten Gresik,2024-04-16,kentang,17000
8,Kabupaten Pacitan,2024-04-16,kentang,17000
9,Kota Madiun,2024-04-16,kentang,16333
10,Kabupaten Bojonegoro,2024-04-16,kentang,16000
11,Kabupaten Mojokerto,2024-04-16,kentang,15962
12,Kabupaten Lumajang,2024-04-16,kentang,15666
13,Kabupaten Ngawi,2024-04-16,kentang,15666
14,Kabupaten Tulungagung,2024-04-16,kentang,15666
15,Kota Malang,2024-04-16,kentang,15500
16,Kabupaten Magetan,2024-04-16,kentang,15500
17,Kabupaten Ponorogo,2024-04-16,kentang,15500
18,Kabupaten Sumenep,2024-04-16,kentang,15500
19,Kota Blitar,2024-04-16,kentang,15500
20,Kabupaten Sidoarjo,2024-04-16,kentang,15498
21,Kabupaten Bangkalan,2024-04-16,kentang,15333
22,Kabupaten Nganjuk,2024-04-16,kentang,15333
23,Kabupaten Pasuruan,2024-04-16,kentang,15333
24,Kabupaten Banyuwangi,2024-04-16,kentang,15200
25,Kabupaten Madiun,2024-04-16,kentang,15000
26,Kabupaten Situbondo,2024-04-16,kentang,15000
27,Kota Mojokerto,2024-04-16,kentang,15000
28,Kota Kediri,2024-04-16,kentang,14666
29,Kabupaten Jember,2024-04-16,kentang,14600
30,Kabupaten Malang,2024-04-16,kentang,14600
31,Kabupaten Blitar,2024-04-16,kentang,14500
32,Kabupaten Bondowoso,2024-04-16,kentang,14500
33,Kabupaten Trenggalek,2024-04-16,kentang,14500
34,Kabupaten Probolinggo,2024-04-16,kentang,14333
35,Kabupaten Jombang,2024-04-16,kentang,14000
36,Kota Probolinggo,2024-04-16,kentang,14000
37,Kota Pasuruan,2024-04-16,kentang,13600
38,Kabupaten Kediri,2024-04-16,kentang,13333
