no,city,year,commodity,price
1,Kabupaten Bojonegoro,2024-02-18,kentang,20000
2,Kabupaten Sampang,2024-02-18,kentang,20000
3,Kabupaten Gresik,2024-02-18,kentang,19666
4,Kota Kediri,2024-02-18,kentang,19333
5,Kabupaten Tuban,2024-02-18,kentang,19333
6,Kabupaten Lamongan,2024-02-18,kentang,19250
7,Kota Batu,2024-02-18,kentang,18750
8,Kabupaten Jombang,2024-02-18,kentang,18666
9,Kabupaten Ngawi,2024-02-18,kentang,18666
10,Kabupaten Magetan,2024-02-18,kentang,18500
11,Kabupaten Sidoarjo,2024-02-18,kentang,18500
12,Kabupaten Bangkalan,2024-02-18,kentang,18000
13,Kabupaten Pamekasan,2024-02-18,kentang,18000
14,Kota Blitar,2024-02-18,kentang,18000
15,Kabupaten Madiun,2024-02-18,kentang,17750
16,Kabupaten Nganjuk,2024-02-18,kentang,17666
17,Kabupaten Kediri,2024-02-18,kentang,17500
18,Kabupaten Ponorogo,2024-02-18,kentang,17500
19,Kota Mojokerto,2024-02-18,kentang,17500
20,Kabupaten Pasuruan,2024-02-18,kentang,17333
21,Kabupaten Tulungagung,2024-02-18,kentang,17333
22,Kabupaten Jember,2024-02-18,kentang,17200
23,Kota Malang,2024-02-18,kentang,17000
24,Kabupaten Pacitan,2024-02-18,kentang,17000
25,Kota Pasuruan,2024-02-18,kentang,16700
26,Kota Surabaya,2024-02-18,kentang,16666
27,Kota Madiun,2024-02-18,kentang,16666
28,Kabupaten Trenggalek,2024-02-18,kentang,16500
29,Kabupaten Malang,2024-02-18,kentang,16400
30,Kabupaten Lumajang,2024-02-18,kentang,16333
31,Kabupaten Situbondo,2024-02-18,kentang,16333
32,Kabupaten Banyuwangi,2024-02-18,kentang,16000
33,Kabupaten Sumenep,2024-02-18,kentang,15500
34,Kabupaten Bondowoso,2024-02-18,kentang,15250
35,Kabupaten Mojokerto,2024-02-18,kentang,15125
36,Kabupaten Blitar,2024-02-18,kentang,15000
37,Kabupaten Probolinggo,2024-02-18,kentang,15000
38,Kota Probolinggo,2024-02-18,kentang,14000
