no,city,year,commodity,price
1,Kabupaten Gresik,2024-02-03,kentang,21666
2,Kabupaten Sampang,2024-02-03,kentang,20500
3,Kota Kediri,2024-02-03,kentang,20000
4,Kabupaten Bojonegoro,2024-02-03,kentang,19500
5,Kabupaten Nganjuk,2024-02-03,kentang,19333
6,Kabupaten Lamongan,2024-02-03,kentang,19250
7,Kabupaten Jombang,2024-02-03,kentang,19000
8,Kota Batu,2024-02-03,kentang,19000
9,Kabupaten Tuban,2024-02-03,kentang,18666
10,Kabupaten Pasuruan,2024-02-03,kentang,18566
11,Kota Blitar,2024-02-03,kentang,18500
12,Kota Mojokerto,2024-02-03,kentang,18500
13,Kabupaten Ngawi,2024-02-03,kentang,18333
14,Kabupaten Kediri,2024-02-03,kentang,18166
15,Kabupaten Magetan,2024-02-03,kentang,18166
16,Kabupaten Bangkalan,2024-02-03,kentang,18000
17,Kabupaten Madiun,2024-02-03,kentang,18000
18,Kabupaten Ponorogo,2024-02-03,kentang,18000
19,Kabupaten Tulungagung,2024-02-03,kentang,17666
20,Kabupaten Jember,2024-02-03,kentang,17600
21,Kabupaten Sidoarjo,2024-02-03,kentang,17500
22,Kota Pasuruan,2024-02-03,kentang,17250
23,Kabupaten Malang,2024-02-03,kentang,17200
24,Kota Malang,2024-02-03,kentang,17000
25,Kabupaten Pacitan,2024-02-03,kentang,17000
26,Kabupaten Pamekasan,2024-02-03,kentang,17000
27,Kabupaten Trenggalek,2024-02-03,kentang,17000
28,Kota Madiun,2024-02-03,kentang,16666
29,Kabupaten Banyuwangi,2024-02-03,kentang,16600
30,Kota Surabaya,2024-02-03,kentang,16333
31,Kabupaten Lumajang,2024-02-03,kentang,16333
32,Kabupaten Situbondo,2024-02-03,kentang,15666
33,Kabupaten Bondowoso,2024-02-03,kentang,15500
34,Kabupaten Sumenep,2024-02-03,kentang,15500
35,Kota Probolinggo,2024-02-03,kentang,15500
36,Kabupaten Mojokerto,2024-02-03,kentang,15050
37,Kabupaten Blitar,2024-02-03,kentang,15000
38,Kabupaten Probolinggo,2024-02-03,kentang,14666
