no,city,year,commodity,price
1,Kabupaten Sampang,2024-03-18,kentang,20000
2,Kabupaten Tuban,2024-03-18,kentang,19333
3,Kabupaten Pamekasan,2024-03-18,kentang,19000
4,Kabupaten Gresik,2024-03-18,kentang,18666
5,Kota Batu,2024-03-18,kentang,18500
6,Kabupaten Lamongan,2024-03-18,kentang,18000
7,Kota Blitar,2024-03-18,kentang,17500
8,Kabupaten Bojonegoro,2024-03-18,kentang,17000
9,Kabupaten Pacitan,2024-03-18,kentang,17000
10,Kota Malang,2024-03-18,kentang,16833
11,Kabupaten Ngawi,2024-03-18,kentang,16333
12,Kabupaten Tulungagung,2024-03-18,kentang,16333
13,Kota Madiun,2024-03-18,kentang,16333
14,Kabupaten Jombang,2024-03-18,kentang,16000
15,Kabupaten Lumajang,2024-03-18,kentang,16000
16,Kabupaten Ponorogo,2024-03-18,kentang,16000
17,Kabupaten Trenggalek,2024-03-18,kentang,16000
18,Kota Mojokerto,2024-03-18,kentang,16000
19,Kabupaten Malang,2024-03-18,kentang,15800
20,Kabupaten Madiun,2024-03-18,kentang,15750
21,Kabupaten Magetan,2024-03-18,kentang,15666
22,Kabupaten Nganjuk,2024-03-18,kentang,15666
23,Kabupaten Pasuruan,2024-03-18,kentang,15666
24,Kota Surabaya,2024-03-18,kentang,15500
25,Kabupaten Sumenep,2024-03-18,kentang,15500
26,Kabupaten Bangkalan,2024-03-18,kentang,15333
27,Kabupaten Banyuwangi,2024-03-18,kentang,15200
28,Kota Kediri,2024-03-18,kentang,15000
29,Kabupaten Jember,2024-03-18,kentang,15000
30,Kabupaten Blitar,2024-03-18,kentang,15000
31,Kabupaten Kediri,2024-03-18,kentang,15000
32,Kabupaten Mojokerto,2024-03-18,kentang,15000
33,Kabupaten Sidoarjo,2024-03-18,kentang,15000
34,Kabupaten Situbondo,2024-03-18,kentang,15000
35,Kabupaten Probolinggo,2024-03-18,kentang,14333
36,Kota Probolinggo,2024-03-18,kentang,14333
37,Kabupaten Bondowoso,2024-03-18,kentang,14250
38,Kota Pasuruan,2024-03-18,kentang,13950
