no,city,year,commodity,price
1,Kabupaten Bojonegoro,2024-03-18,tomat,29000
2,Kota Kediri,2024-03-18,tomat,28333
3,Kabupaten Ponorogo,2024-03-18,tomat,27500
4,Kabupaten Magetan,2024-03-18,tomat,27333
5,Kabupaten Gresik,2024-03-18,tomat,27000
6,Kabupaten Ngawi,2024-03-18,tomat,27000
7,Kabupaten Nganjuk,2024-03-18,tomat,26666
8,Kabupaten Lamongan,2024-03-18,tomat,25000
9,Kota Madiun,2024-03-18,tomat,25000
10,Kota Mojokerto,2024-03-18,tomat,25000
11,Kabupaten Sidoarjo,2024-03-18,tomat,24000
12,Kota Probolinggo,2024-03-18,tomat,23666
13,Kabupaten Jombang,2024-03-18,tomat,23500
14,Kabupaten Madiun,2024-03-18,tomat,23500
15,Kabupaten Pamekasan,2024-03-18,tomat,23500
16,Kabupaten Sampang,2024-03-18,tomat,23500
17,Kabupaten Kediri,2024-03-18,tomat,21666
18,Kota Batu,2024-03-18,tomat,21500
19,Kota Surabaya,2024-03-18,tomat,21166
20,Kabupaten Sumenep,2024-03-18,tomat,21000
21,Kabupaten Mojokerto,2024-03-18,tomat,20250
22,Kota Pasuruan,2024-03-18,tomat,20250
23,Kabupaten Banyuwangi,2024-03-18,tomat,20000
24,Kabupaten Pacitan,2024-03-18,tomat,20000
25,Kabupaten Trenggalek,2024-03-18,tomat,20000
26,Kabupaten Jember,2024-03-18,tomat,19600
27,Kabupaten Malang,2024-03-18,tomat,19200
28,Kabupaten Pasuruan,2024-03-18,tomat,18566
29,Kabupaten Lumajang,2024-03-18,tomat,18333
30,Kota Blitar,2024-03-18,tomat,17500
31,Kabupaten Tuban,2024-03-18,tomat,16666
32,Kabupaten Bondowoso,2024-03-18,tomat,16500
33,Kabupaten Tulungagung,2024-03-18,tomat,15666
34,Kabupaten Bangkalan,2024-03-18,tomat,15000
35,Kabupaten Probolinggo,2024-03-18,tomat,15000
36,Kota Malang,2024-03-18,tomat,14833
37,Kabupaten Situbondo,2024-03-18,tomat,12333
38,Kabupaten Blitar,2024-03-18,tomat,12000
